"","long","lat","unique_squirrel_id","hectare","shift","date","hectare_squirrel_number","age","primary_fur_color","highlight_fur_color","combination_of_primary_and_highlight_color","color_notes","location","above_ground_sighter_measurement","specific_location","running","chasing","climbing","eating","foraging","other_activities","kuks","quaas","moans","tail_flags","tail_twitches","approaches","indifferent","runs_from","other_interactions","lat_long","zip_codes","community_districts","borough_boundaries","city_council_districts","police_precincts"
"1",-73.9770718586754,40.7729752391435,"7B-AM-1008-09","07B","AM",10082018,9,"Adult","Gray",NA,"Gray+",NA,"Ground Plane","FALSE",NA,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"POINT (-73.9770718586754 40.7729752391435)",NA,19,4,19,13
"2",-73.9582694312289,40.7917367820255,"33F-AM-1008-02","33F","AM",10082018,2,"Adult","Gray",NA,"Gray+",NA,"Ground Plane","FALSE",NA,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"POINT (-73.9582694312289 40.7917367820255)",NA,19,4,19,13
"3",-73.9703925210471,40.7765032004992,"14E-AM-1008-23","14E","AM",10082018,23,"Adult","Gray",NA,"Gray+",NA,"Ground Plane","FALSE",NA,FALSE,FALSE,FALSE,FALSE,TRUE,"walking",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"POINT (-73.9703925210471 40.7765032004992)",NA,19,4,19,13
"4",-73.9584070974734,40.7913812490557,"33F-AM-1008-01","33F","AM",10082018,1,"Adult","Gray",NA,"Gray+",NA,"Ground Plane","FALSE",NA,FALSE,FALSE,FALSE,FALSE,FALSE,"moving slowly",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"POINT (-73.9584070974734 40.7913812490557)",NA,19,4,19,13
"5",-73.9649866016038,40.7764929694457,"16I-AM-1008-01","16I","AM",10082018,1,"Adult","Cinnamon","Gray, White","Cinnamon+Gray, White",NA,"Ground Plane","FALSE",NA,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,"POINT (-73.9649866016038 40.7764929694457)",NA,19,4,19,13
"6",-73.958736593111,40.7908524370626,"32F-PM-1008-07","32F","PM",10082018,7,"Adult","Gray",NA,"Gray+",NA,"Ground Plane","FALSE",NA,TRUE,TRUE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"POINT (-73.958736593111 40.7908524370626)",NA,19,4,19,13
"7",-73.9535410657077,40.7928711760061,"36H-PM-1008-02","36H","PM",10082018,2,"Adult","Gray",NA,"Gray+",NA,"Ground Plane","FALSE",NA,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"POINT (-73.9535410657077 40.79287117600611)",NA,19,4,19,13
"8",-73.9574648097543,40.7892508428622,"31H-PM-1008-02","31H","PM",10082018,2,"Juvenile","Gray","Cinnamon","Gray+Cinnamon",NA,"Above Ground","8",NA,TRUE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,"POINT (-73.9574648097543 40.78925084286221)",NA,19,4,19,13
"9",-73.9760298241178,40.7681954366911,"3E-PM-1008-07","03E","PM",10082018,7,"Adult","Gray","Cinnamon","Gray+Cinnamon",NA,"Ground Plane","FALSE",NA,FALSE,FALSE,FALSE,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"POINT (-73.9760298241178 40.7681954366911)",NA,19,4,19,13
"10",-73.9724642436394,40.7690526441109,"6G-AM-1008-02","06G","AM",10082018,2,"Juvenile","Gray",NA,"Gray+",NA,"Ground Plane","FALSE","bush",FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"POINT (-73.9724642436394 40.7690526441109)",NA,19,4,19,13
"11",-73.9745630038492,40.7692602628745,"5E-AM-1008-06","05E","AM",10082018,6,"Adult","Cinnamon","White","Cinnamon+White",NA,"Ground Plane","FALSE",NA,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"POINT (-73.9745630038492 40.7692602628745)",NA,19,4,19,13
"12",-73.9688454483585,40.7845301288163,"22A-AM-1008-05","22A","AM",10082018,5,"Adult","Gray","White","Gray+White",NA,"Above Ground","3","trash can",FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,NA,"POINT (-73.9688454483585 40.7845301288163)",NA,19,4,19,13
"13",-73.9701824825872,40.7766530579293,"14E-AM-1008-09","14E","AM",10082018,9,"Adult","Gray",NA,"Gray+",NA,"Ground Plane","FALSE",NA,TRUE,TRUE,FALSE,FALSE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,"POINT (-73.9701824825872 40.7766530579293)",NA,19,4,19,13
"14",-73.9692883970928,40.7768553703082,"14E-AM-1008-02","14E","AM",10082018,2,"Adult","Gray",NA,"Gray+",NA,"Ground Plane","FALSE",NA,TRUE,FALSE,FALSE,FALSE,TRUE,"walking",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,"POINT (-73.9692883970928 40.7768553703082)",NA,19,4,19,13
"15",-73.9730277911422,40.7712145488828,"7F-AM-1008-16","07F","AM",10082018,16,"Juvenile","Gray",NA,"Gray+",NA,"Above Ground","2","tree",FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,"POINT (-73.9730277911422 40.7712145488828)",NA,19,4,19,13
"16",-73.9651754464439,40.7755181941559,"15I-AM-1008-01","15I","AM",10082018,1,"Adult","Gray","Cinnamon","Gray+Cinnamon",NA,"Above Ground","7","tree",FALSE,FALSE,TRUE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"POINT (-73.9651754464439 40.7755181941559)",NA,19,4,19,13
"17",-73.9769939796382,40.7729537573035,"7B-AM-1008-10","07B","AM",10082018,10,"Adult","Gray",NA,"Gray+",NA,"Ground Plane","FALSE",NA,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"POINT (-73.9769939796382 40.7729537573035)",NA,19,4,19,13
"18",-73.9664100504436,40.7828778892276,"21D-AM-1008-02","21D","AM",10082018,2,"Adult","Gray",NA,"Gray+",NA,"Ground Plane","FALSE",NA,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,"POINT (-73.9664100504436 40.7828778892276)",NA,19,4,19,13
"19",-73.9705092958892,40.7761092972965,"13E-PM-1008-07","13E","PM",10082018,7,"Adult","Gray",NA,"Gray+",NA,"Ground Plane","FALSE",NA,FALSE,FALSE,FALSE,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"POINT (-73.9705092958892 40.7761092972965)",NA,19,4,19,13
"20",-73.969847380865,40.7769884612305,"14E-AM-1008-05","14E","AM",10082018,5,"Adult","Gray",NA,"Gray+",NA,"Above Ground","25",NA,FALSE,FALSE,TRUE,FALSE,FALSE,"nest building",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"POINT (-73.969847380865 40.7769884612305)",NA,19,4,19,13
"21",-73.9730750601212,40.7701304211944,"6F-PM-1008-01","06F","PM",10082018,1,"Adult","Gray","Cinnamon","Gray+Cinnamon",NA,"Above Ground","10",NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"POINT (-73.9730750601212 40.7701304211944)",NA,19,4,19,13
"22",-73.9763430829342,40.7686351097159,"4D-PM-1008-11","04D","PM",10082018,11,"Adult","Cinnamon","Gray, White","Cinnamon+Gray, White",NA,"Above Ground","3","on tree facing downward",FALSE,TRUE,FALSE,FALSE,FALSE,"chased #12",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,NA,"POINT (-73.9763430829342 40.7686351097159)",NA,19,4,19,13
"23",-73.9714789136757,40.7694886645194,"6H-AM-1008-01","06H","AM",10082018,1,"Adult","Cinnamon","Gray, White","Cinnamon+Gray, White",NA,"Ground Plane","FALSE",NA,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"POINT (-73.9714789136757 40.7694886645194)",NA,19,4,19,13
"24",-73.9755133710665,40.7697883435981,"5E-AM-1008-08","05E","AM",10082018,8,"Adult","Gray",NA,"Gray+",NA,"Ground Plane","FALSE",NA,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"POINT (-73.9755133710665 40.7697883435981)",NA,19,4,19,13
"25",-73.9768434635084,40.7728494038744,"7B-AM-1008-11","07B","AM",10082018,11,"Adult","Gray",NA,"Gray+",NA,"Ground Plane","FALSE",NA,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"POINT (-73.9768434635084 40.7728494038744)",NA,19,4,19,13
"26",-73.9764839973068,40.7691725326976,"4D-PM-1008-06","04D","PM",10082018,6,"Adult","Cinnamon","Gray, White","Cinnamon+Gray, White",NA,"Ground Plane","FALSE",NA,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,"POINT (-73.9764839973068 40.7691725326976)",NA,19,4,19,13
"27",-73.965796978969,40.7760402842845,"15H-PM-1008-03","15H","PM",10082018,3,"Adult","Gray",NA,"Gray+",NA,"Ground Plane","FALSE","lawn moving east over Park path",FALSE,FALSE,FALSE,FALSE,FALSE,"not sure walk-pause-walk",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"POINT (-73.96579697896901 40.7760402842845)",NA,19,4,19,13
"28",-73.9711298491132,40.7676902603543,"5I-PM-1008-01","05I","PM",10082018,1,"Adult","Black","Cinnamon","Black+Cinnamon",NA,"Above Ground","15","in tree by arsenal - climbing",FALSE,FALSE,TRUE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"POINT (-73.9711298491132 40.7676902603543)",NA,19,4,19,13
"29",-73.9761209945419,40.7682404528903,"3E-PM-1008-03","03E","PM",10082018,3,"Adult","Gray","Cinnamon","Gray+Cinnamon",NA,"Ground Plane","FALSE",NA,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,"POINT (-73.9761209945419 40.7682404528903)",NA,19,4,19,13
"30",-73.9753574279936,40.7683211694257,"4E-PM-1008-08","04E","PM",10082018,8,"Adult","Gray",NA,"Gray+",NA,"Ground Plane","FALSE",NA,FALSE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,"POINT (-73.9753574279936 40.7683211694257)",NA,19,4,19,13
"31",-73.9733117663541,40.7694584620114,"6F-PM-1008-05","06F","PM",10082018,5,"Adult","Cinnamon","White","Cinnamon+White","white patch","Ground Plane","FALSE",NA,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"POINT (-73.97331176635412 40.7694584620114)",NA,19,4,19,13
"32",-73.9786339295735,40.7684918638639,"3C-PM-1008-02","03C","PM",10082018,2,"Adult","Cinnamon","Gray, White","Cinnamon+Gray, White",NA,"Ground Plane","FALSE",NA,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"POINT (-73.9786339295735 40.7684918638639)",NA,19,4,19,13
"33",-73.9726747666002,40.7703022669308,"7F-AM-1008-02","07F","AM",10082018,2,"Adult","Gray","Cinnamon","Gray+Cinnamon",NA,"Ground Plane","FALSE",NA,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"see stories and locations","POINT (-73.9726747666002 40.7703022669308)",NA,19,4,19,13
"34",-73.9726958070536,40.7706096126328,"7F-AM-1008-09","07F","AM",10082018,9,"Adult","Gray",NA,"Gray+",NA,"Above Ground","20",NA,FALSE,FALSE,TRUE,FALSE,FALSE,"playing w/ #8",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"POINT (-73.9726958070536 40.7706096126328)",NA,19,4,19,13
"35",-73.9691094942294,40.776760392858,"14E-AM-1008-01","14E","AM",10082018,1,"Adult","Gray",NA,"Gray+",NA,"Ground Plane","FALSE",NA,FALSE,FALSE,FALSE,TRUE,FALSE,"walking",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,"POINT (-73.9691094942294 40.776760392858)",NA,19,4,19,13
"36",-73.9758579666874,40.7679326548845,"3E-PM-1008-05","03E","PM",10082018,5,"Adult","Gray",NA,"Gray+",NA,"Ground Plane","FALSE",NA,FALSE,FALSE,FALSE,TRUE,FALSE,"jump",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"POINT (-73.9758579666874 40.7679326548845)",NA,19,4,19,13
"37",-73.9550082056509,40.7894521543449,"33I-AM-1008-03","33I","AM",10082018,3,"Adult","Gray",NA,"Gray+",NA,"Above Ground","2","98th @ edge of park",FALSE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"POINT (-73.9550082056509 40.7894521543449)",NA,19,4,19,13
"38",-73.9762348224648,40.7694522315322,"4D-PM-1008-08","04D","PM",10082018,8,"Adult","Cinnamon","Gray, White","Cinnamon+Gray, White",NA,"Ground Plane","FALSE",NA,FALSE,FALSE,TRUE,TRUE,TRUE,"climbed fence staring at me - went up tree",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,"POINT (-73.97623482246482 40.7694522315322)",NA,19,4,19,13
"39",-73.9689700100267,40.7775169562765,"15E-PM-1008-05","15E","PM",10082018,5,"Adult","Gray",NA,"Gray+",NA,"Above Ground","20",NA,FALSE,FALSE,FALSE,FALSE,FALSE,"sitting",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"POINT (-73.9689700100267 40.7775169562765)",NA,19,4,19,13
"40",-73.9757413215621,40.7692582758978,"4E-PM-1008-04","04E","PM",10082018,4,"Adult","Gray",NA,"Gray+",NA,"Above Ground","10",NA,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"POINT (-73.9757413215621 40.7692582758978)",NA,19,4,19,13
"41",-73.9605966636226,40.7889849108637,"30E-AM-1008-01","30E","AM",10082018,1,"Adult","Gray","White","Gray+White",NA,"Ground Plane","FALSE",NA,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,"scurried into bushes when jogger ran by","POINT (-73.9605966636226 40.7889849108637)",NA,19,4,19,13
"42",-73.9698817079185,40.7758322627711,"13E-PM-1008-10","13E","PM",10082018,10,"Adult","Cinnamon","White","Cinnamon+White",NA,"Ground Plane","FALSE",NA,FALSE,FALSE,FALSE,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,NA,"POINT (-73.9698817079185 40.7758322627711)",NA,19,4,19,13
